Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
SOM,2015-01-01,2017-12-31,201,'706,Somalia,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20152017,2017,kcal/cap/d,1695,E,
SOM,2016-01-01,2018-12-31,201,'706,Somalia,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20162018,2018,kcal/cap/d,1709,E,
SOM,2017-01-01,2019-12-31,201,'706,Somalia,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20172019,2019,kcal/cap/d,1745,E,
SOM,2018-01-01,2020-12-31,201,'706,Somalia,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20182020,2020,kcal/cap/d,1778,E,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20192021,2021,kcal/cap/d,1807,E,
SOM,2020-01-01,2022-12-31,201,'706,Somalia,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20202022,2022,kcal/cap/d,1815,E,
SOM,2021-01-01,2023-12-31,201,'706,Somalia,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2023,kcal/cap/d,1810,E,
SOM,2022-01-01,2024-12-31,201,'706,Somalia,22000,Dietary energy supply used in the estimation of the prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20222024,2024,kcal/cap/d,1807,E,
SOM,2010-01-01,2012-12-31,201,'706,Somalia,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20102012,2012,%,49,E,
SOM,2011-01-01,2013-12-31,201,'706,Somalia,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20112013,2013,%,49,E,
SOM,2012-01-01,2014-12-31,201,'706,Somalia,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20122014,2014,%,47,E,
SOM,2013-01-01,2015-12-31,201,'706,Somalia,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20132015,2015,%,46,E,
SOM,2014-01-01,2016-12-31,201,'706,Somalia,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20142016,2016,%,44,E,
SOM,2015-01-01,2017-12-31,201,'706,Somalia,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20152017,2017,%,44,E,
SOM,2016-01-01,2018-12-31,201,'706,Somalia,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20162018,2018,%,43,E,
SOM,2017-01-01,2019-12-31,201,'706,Somalia,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20172019,2019,%,43,E,
SOM,2018-01-01,2020-12-31,201,'706,Somalia,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20182020,2020,%,43,E,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20192021,2021,%,42,E,
SOM,2020-01-01,2022-12-31,201,'706,Somalia,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2022,%,42,E,
SOM,2010-01-01,2012-12-31,201,'706,Somalia,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20102012,2012,g/cap/d,46.4,E,
SOM,2011-01-01,2013-12-31,201,'706,Somalia,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20112013,2013,g/cap/d,47.4,E,
SOM,2012-01-01,2014-12-31,201,'706,Somalia,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20122014,2014,g/cap/d,46.7,E,
SOM,2013-01-01,2015-12-31,201,'706,Somalia,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20132015,2015,g/cap/d,45.4,E,
SOM,2014-01-01,2016-12-31,201,'706,Somalia,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20142016,2016,g/cap/d,43.9,E,
SOM,2015-01-01,2017-12-31,201,'706,Somalia,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20152017,2017,g/cap/d,43.8,E,
SOM,2016-01-01,2018-12-31,201,'706,Somalia,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20162018,2018,g/cap/d,43.6,E,
SOM,2017-01-01,2019-12-31,201,'706,Somalia,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20172019,2019,g/cap/d,43.5,E,
SOM,2018-01-01,2020-12-31,201,'706,Somalia,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20182020,2020,g/cap/d,43,E,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20192021,2021,g/cap/d,42.5,E,
SOM,2020-01-01,2022-12-31,201,'706,Somalia,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2022,g/cap/d,41.8,E,
SOM,2010-01-01,2012-12-31,201,'706,Somalia,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20102012,2012,g/cap/d,24.5,E,
SOM,2011-01-01,2013-12-31,201,'706,Somalia,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20112013,2013,g/cap/d,24.7,E,
SOM,2012-01-01,2014-12-31,201,'706,Somalia,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20122014,2014,g/cap/d,24.4,E,
SOM,2013-01-01,2015-12-31,201,'706,Somalia,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20132015,2015,g/cap/d,23.5,E,
SOM,2014-01-01,2016-12-31,201,'706,Somalia,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20142016,2016,g/cap/d,22.3,E,
SOM,2015-01-01,2017-12-31,201,'706,Somalia,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20152017,2017,g/cap/d,21.5,E,
SOM,2016-01-01,2018-12-31,201,'706,Somalia,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20162018,2018,g/cap/d,20.5,E,
SOM,2017-01-01,2019-12-31,201,'706,Somalia,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20172019,2019,g/cap/d,19.7,E,
SOM,2018-01-01,2020-12-31,201,'706,Somalia,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20182020,2020,g/cap/d,19,E,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20192021,2021,g/cap/d,18.5,E,
SOM,2020-01-01,2022-12-31,201,'706,Somalia,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2022,g/cap/d,17.9,E,
SOM,2000-01-01,2000-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2000,2000,Int$/cap,703,X,
SOM,2001-01-01,2001-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2001,2001,Int$/cap,723,X,
SOM,2002-01-01,2002-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2002,2002,Int$/cap,750,X,
SOM,2003-01-01,2003-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2003,2003,Int$/cap,778,X,
SOM,2004-01-01,2004-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2004,2004,Int$/cap,803,X,
SOM,2005-01-01,2005-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2005,2005,Int$/cap,831,X,
SOM,2006-01-01,2006-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2006,2006,Int$/cap,858,X,
SOM,2007-01-01,2007-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2007,2007,Int$/cap,887,X,
SOM,2008-01-01,2008-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2008,2008,Int$/cap,919,X,
SOM,2009-01-01,2009-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2009,2009,Int$/cap,956,X,
SOM,2010-01-01,2010-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2010,2010,Int$/cap,995,X,
SOM,2011-01-01,2011-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2011,2011,Int$/cap,1054,X,
SOM,2012-01-01,2012-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2012,2012,Int$/cap,1114,X,
SOM,2013-01-01,2013-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2013,2013,Int$/cap,1197,X,
SOM,2014-01-01,2014-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2014,2014,Int$/cap,1259,X,
SOM,2015-01-01,2015-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2015,2015,Int$/cap,1343,X,
SOM,2016-01-01,2016-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2016,2016,Int$/cap,1384,X,
SOM,2017-01-01,2017-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2017,2017,Int$/cap,1527,X,
SOM,2018-01-01,2018-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2018,2018,Int$/cap,1504,X,
SOM,2019-01-01,2019-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2019,2019,Int$/cap,1491,X,
SOM,2020-01-01,2020-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2020,2020,Int$/cap,1396,X,
SOM,2021-01-01,2021-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2021,2021,Int$/cap,1393,X,
SOM,2022-01-01,2022-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2022,2022,Int$/cap,1388,X,
SOM,2023-01-01,2023-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2023,2023,Int$/cap,1403,X,
SOM,2024-01-01,2024-12-31,201,'706,Somalia,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",6126,Value,2024,2024,Int$/cap,1408,X,
SOM,2000-01-01,2002-12-31,201,'706,Somalia,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20002002,2002,%,70,E,
SOM,2001-01-01,2003-12-31,201,'706,Somalia,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20012003,2003,%,69.9,E,
SOM,2002-01-01,2004-12-31,201,'706,Somalia,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20022004,2004,%,69.8,E,
SOM,2003-01-01,2005-12-31,201,'706,Somalia,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20032005,2005,%,69.7,E,
SOM,2004-01-01,2006-12-31,201,'706,Somalia,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20042006,2006,%,69.7,E,
SOM,2005-01-01,2007-12-31,201,'706,Somalia,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20052007,2007,%,69.7,E,
SOM,2006-01-01,2008-12-31,201,'706,Somalia,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20062008,2008,%,69.7,E,
SOM,2007-01-01,2009-12-31,201,'706,Somalia,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20072009,2009,%,69.8,E,
SOM,2008-01-01,2010-12-31,201,'706,Somalia,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20082010,2010,%,71.8,E,
SOM,2009-01-01,2011-12-31,201,'706,Somalia,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20092011,2011,%,72.5,E,
SOM,2010-01-01,2012-12-31,201,'706,Somalia,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20102012,2012,%,71.5,E,
SOM,2011-01-01,2013-12-31,201,'706,Somalia,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20112013,2013,%,67.4,E,
SOM,2012-01-01,2014-12-31,201,'706,Somalia,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20122014,2014,%,63.3,E,
SOM,2013-01-01,2015-12-31,201,'706,Somalia,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20132015,2015,%,61.4,E,
SOM,2014-01-01,2016-12-31,201,'706,Somalia,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20142016,2016,%,60.7,E,
SOM,2015-01-01,2017-12-31,201,'706,Somalia,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20152017,2017,%,60.2,E,
SOM,2016-01-01,2018-12-31,201,'706,Somalia,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20162018,2018,%,59,E,
SOM,2017-01-01,2019-12-31,201,'706,Somalia,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20172019,2019,%,56.2,E,
SOM,2018-01-01,2020-12-31,201,'706,Somalia,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20182020,2020,%,53.9,E,
SOM,2019-01-01,2021-12-31,201,'706,Somalia,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20192021,2021,%,52.1,E,
SOM,2020-01-01,2022-12-31,201,'706,Somalia,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20202022,2022,%,52.1,E,
SOM,2021-01-01,2023-12-31,201,'706,Somalia,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2023,%,52.8,E,
SOM,2022-01-01,2024-12-31,201,'706,Somalia,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20222024,2024,%,53.2,E,
SOM,2000-01-01,2002-12-31,201,'706,Somalia,210011,Number of people undernourished (million) (3-year average),6132,Value,20002002,2002,million No,6.4,E,
SOM,2001-01-01,2003-12-31,201,'706,Somalia,210011,Number of people undernourished (million) (3-year average),6132,Value,20012003,2003,million No,6.7,E,
SOM,2002-01-01,2004-12-31,201,'706,Somalia,210011,Number of people undernourished (million) (3-year average),6132,Value,20022004,2004,million No,6.9,E,
SOM,2003-01-01,2005-12-31,201,'706,Somalia,210011,Number of people undernourished (million) (3-year average),6132,Value,20032005,2005,million No,7.2,E,
SOM,2004-01-01,2006-12-31,201,'706,Somalia,210011,Number of people undernourished (million) (3-year average),6132,Value,20042006,2006,million No,7.4,E,
SOM,2005-01-01,2007-12-31,201,'706,Somalia,210011,Number of people undernourished (million) (3-year average),6132,Value,20052007,2007,million No,7.7,E,
SOM,2006-01-01,2008-12-31,201,'706,Somalia,210011,Number of people undernourished (million) (3-year average),6132,Value,20062008,2008,million No,7.9,E,
SOM,2007-01-01,2009-12-31,201,'706,Somalia,210011,Number of people undernourished (million) (3-year average),6132,Value,20072009,2009,million No,8.1,E,
SOM,2008-01-01,2010-12-31,201,'706,Somalia,210011,Number of people undernourished (million) (3-year average),6132,Value,20082010,2010,million No,8.6,E,
SOM,2009-01-01,2011-12-31,201,'706,Somalia,210011,Number of people undernourished (million) (3-year average),6132,Value,20092011,2011,million No,8.8,E,
SOM,2010-01-01,2012-12-31,201,'706,Somalia,210011,Number of people undernourished (million) (3-year average),6132,Value,20102012,2012,million No,8.8,E,
SOM,2011-01-01,2013-12-31,201,'706,Somalia,210011,Number of people undernourished (million) (3-year average),6132,Value,20112013,2013,million No,8.5,E,
SOM,2012-01-01,2014-12-31,201,'706,Somalia,210011,Number of people undernourished (million) (3-year average),6132,Value,20122014,2014,million No,8.2,E,
SOM,2013-01-01,2015-12-31,201,'706,Somalia,210011,Number of people undernourished (million) (3-year average),6132,Value,20132015,2015,million No,8.2,E,
SOM,2014-01-01,2016-12-31,201,'706,Somalia,210011,Number of people undernourished (million) (3-year average),6132,Value,20142016,2016,million No,8.4,E,
